,id,duration,time,protocol_type,service,dmz,ip_source,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,email,name,country,amount,class
11,39,0,1998-09-20,tcp,http,0,172.19.6.15,SF,324,2302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,28,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bonniecarter@example.net,Thomas Terry,GB,917.55,0
12,45,0,1998-06-09,tcp,http,1,10.195.5.116,SF,290,3006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tony16@example.org,Raymond Johnston,GB,873.14,0
13,48,0,1998-01-11,tcp,http,1,172.17.82.13,SF,255,861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,44,0.02,0.02,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masonwendy@example.net,Renee Harris,GB,923.87,0
14,51,0,1998-03-07,tcp,http,1,10.46.215.240,SF,302,498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,hmendoza@example.com,Brady Perry,GB,355.24,0
15,54,0,1998-11-15,tcp,http,0,192.168.196.24,SF,220,1398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,42,0.0,0.0,0.0,0.0,1.0,0.0,0.05,26,255,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,jorgejensen@example.com,Tamara Richardson,GB,446.37,0
16,64,0,1998-12-01,tcp,http,1,172.17.76.70,SF,310,2794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stokesdarin@example.com,Karen Hodges,GB,405.59,0
17,68,0,1998-12-30,tcp,http,1,10.172.177.115,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,19,1.0,1.0,0.0,0.0,0.37,0.08,0.0,255,67,0.26,0.02,0.0,0.0,1.0,1.0,0.0,0.0,swilliamson@example.org,Kathryn Davis,GB,33.43,1
18,71,0,1998-06-06,tcp,http,0,192.168.210.190,SF,221,2878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,58,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,mfrench@example.org,Karen Marshall,GB,193.29,0
19,78,0,1998-04-17,tcp,http,1,192.168.61.24,SF,210,2790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,27,0.0,0.0,0.0,0.0,1.0,0.0,0.11,48,255,1.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0,dylan28@example.net,Philip Flores,GB,471.3,0
20,79,0,1998-05-07,tcp,http,0,192.168.102.19,SF,321,5683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,nicholascampos@example.net,David Arroyo,GB,344.05,0
21,81,0,1998-05-03,tcp,http,0,10.222.245.189,SF,329,3982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,31,0.0,0.0,0.0,0.0,1.0,0.0,0.1,24,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,dawn42@example.com,Tina Harris,GB,255.79,0
22,85,0,1998-05-11,tcp,http,0,10.161.243.141,SF,320,379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,wumargaret@example.com,Tricia White,GB,705.79,0
23,87,0,1998-12-02,tcp,http,1,172.17.151.226,SF,225,3762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dustin58@example.org,Jeffrey Harris,GB,29.49,0
24,91,0,1998-09-25,tcp,http,1,172.23.10.184,SF,247,1416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,156,255,1.0,0.0,0.01,0.09,0.0,0.0,0.46,0.61,freemannicole@example.org,Jessica Montgomery,GB,488.74,0
25,92,0,1998-01-05,tcp,http,1,10.201.130.108,SF,353,1483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sotowilliam@example.org,Michael Wyatt,GB,281.5,0
26,98,0,1998-02-27,tcp,http,1,172.24.90.153,SF,259,750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,4,255,1.0,0.0,0.25,0.03,0.0,0.0,0.0,0.0,fisherchristian@example.net,David Martinez,GB,885.27,0
27,101,0,1998-09-20,tcp,http,0,10.110.42.22,SF,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0.03,0.03,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,catherine54@example.com,Alice Zavala,GB,405.58,0
28,102,0,1998-08-03,tcp,http,1,10.145.176.26,SF,309,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,matthewmanning@example.com,Lisa Singleton,GB,219.31,0
29,103,0,1998-04-08,tcp,http,0,192.168.208.23,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,247,1.0,0.0,1.0,0.15,0.0,0.0,1.0,0.68,ldickerson@example.net,Sarah Alvarez,GB,161.35,0
30,104,0,1998-09-04,tcp,http,1,172.16.129.224,SF,278,7227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,tconley@example.net,Jacob Velazquez,GB,642.28,0
31,106,0,1998-07-20,tcp,http,0,172.27.59.199,SF,313,761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,jeremyhancock@example.org,Austin Pineda,GB,832.41,0
32,107,0,1998-07-31,tcp,http,1,10.148.35.74,SF,219,1212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,markstewart@example.net,Daniel Mcdonald,GB,298.6,0
33,108,0,1998-11-21,tcp,http,1,10.217.219.99,SF,245,9165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,10,255,1.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,paul79@example.com,Stephen Fields,GB,928.47,0
34,109,0,1998-11-26,tcp,http,0,10.104.14.6,SF,328,2243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,fernandezjessica@example.net,Tracey Miller,GB,259.64,0
35,110,0,1998-03-01,tcp,http,0,172.25.117.26,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,23,249,1.0,0.0,0.04,0.1,0.0,0.0,1.0,0.96,delacruzbrian@example.com,Michael Reed,GB,933.33,0
36,111,0,1998-06-24,tcp,http,1,172.19.42.30,SF,251,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,ericcollins@example.net,Michael Hodges,GB,739.7,0
37,113,0,1998-09-07,tcp,http,1,172.31.234.255,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6,255,1.0,0.0,0.17,0.21,0.0,0.0,1.0,0.88,davisdakota@example.com,Michael Reid,GB,565.41,0
38,114,0,1998-07-17,tcp,http,0,172.28.31.165,SF,237,511,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,chubbard@example.org,Richard Santos,GB,56.65,0
39,115,0,1998-12-11,tcp,http,1,172.17.222.173,SF,324,431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,107,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,sfitzgerald@example.org,Melissa Carlson,GB,279.38,0
40,119,0,1998-04-05,tcp,http,1,172.25.34.92,SF,218,974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,255,1.0,0.0,0.17,0.02,0.0,0.01,0.0,0.0,ocurtis@example.net,Julia Woods,GB,798.69,0
41,120,0,1998-02-17,tcp,http,0,172.23.245.89,SF,325,2649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,brendanclayton@example.org,Kim Lewis,GB,832.8,0
42,124,240,1998-01-01,tcp,http,1,10.172.22.64,SF,328,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0.0,0.0,0.0,0.1,1.0,0.0,0.2,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,dorispierce@example.org,John Weber,GB,721.93,0
43,133,0,1998-07-29,tcp,http,0,172.29.245.149,SF,237,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,douglas81@example.org,Nicholas Padilla,GB,130.58,0
44,134,0,1998-10-10,tcp,http,0,172.18.59.84,SF,225,1357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.02,0.0,0.0,0.0,0.0,erikjackson@example.net,Wayne Wang,GB,286.07,0
45,138,0,1998-09-04,tcp,http,1,192.168.32.249,SF,262,1011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,94,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,erodriguez@example.com,Juan Figueroa,GB,134.47,0
46,141,0,1998-11-04,tcp,http,0,192.168.233.31,SF,261,8412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,riverawillie@example.com,Erika Scott,GB,503.57,0
47,144,0,1998-08-22,tcp,http,0,172.20.133.198,SF,294,1719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,hillbrandon@example.org,Charles Long,GB,734.68,0
48,145,0,1998-08-10,tcp,http,1,10.102.38.46,SF,221,981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,50,82,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,pclark@example.org,Shane Smith,GB,868.7,0
49,146,0,1998-11-09,tcp,http,1,10.32.147.10,SF,284,10352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,255,1.0,0.0,0.09,0.07,0.0,0.0,0.0,0.0,ochoaderrick@example.com,Kevin Gonzalez,GB,595.23,0
50,148,0,1998-10-04,tcp,http,1,10.234.149.77,SF,309,16096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,129,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,johnsonmark@example.net,Aaron Snow,GB,775.96,0
51,152,0,1998-02-12,tcp,http,0,10.31.25.185,SF,214,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,255,1.0,0.0,0.04,0.05,0.0,0.01,0.0,0.0,ephillips@example.net,Anna Harmon,GB,605.47,0
52,161,0,1998-02-18,tcp,http,0,172.27.252.138,SF,329,8437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,catherine62@example.org,Kristen Allen,GB,423.67,0
53,168,0,1998-11-22,tcp,http,0,192.168.105.201,SF,266,529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.67,94,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,paulpaul@example.net,Gary Foster,GB,168.81,0
54,170,0,1998-03-25,tcp,http,0,10.57.237.146,SF,295,465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,69,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,chanbrittany@example.com,Lisa Sandoval,GB,394.05,0
55,172,0,1998-04-28,tcp,http,0,192.168.14.31,SF,228,6834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0.0,0.0,0.0,0.0,1.0,0.0,0.57,18,19,1.0,0.0,0.06,0.11,0.0,0.0,0.0,0.0,stephengonzales@example.org,Molly Johnson,GB,815.01,0
56,177,0,1998-07-14,tcp,http,1,192.168.152.82,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,118,195,1.0,0.0,0.01,0.02,0.0,0.0,0.74,0.84,codygibbs@example.com,Phillip Jones,GB,394.86,0
57,190,0,1998-04-28,tcp,http,1,172.31.222.66,SF,223,656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,21,0.0,0.0,0.0,0.0,1.0,0.0,0.14,172,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,katie16@example.net,Stephanie Lewis,GB,696.59,0
58,192,0,1998-12-27,tcp,http,0,10.53.116.149,SF,233,2470,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,parkertimothy@example.com,Sharon Johnson,GB,863.58,0
59,195,0,1998-02-01,tcp,http,1,10.233.105.34,SF,201,1938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,34,0.0,0.0,0.0,0.0,1.0,0.0,0.06,44,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,stantonjames@example.com,Michael Clark,GB,984.63,0
60,196,0,1998-08-30,tcp,http,0,10.242.14.32,SF,271,4781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,11,28,1.0,0.0,0.09,0.25,0.0,0.0,0.0,0.0,leah52@example.org,Willie Gray,GB,233.81,0
61,198,0,1998-07-30,tcp,http,0,192.168.169.75,SF,227,11564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,41,52,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,brian71@example.org,Roberta Trujillo,GB,649.59,0
62,200,0,1998-11-02,tcp,http,0,10.103.34.12,SF,225,2445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,david10@example.org,Ashley Moore,GB,276.57,0
63,201,0,1998-09-06,tcp,http,0,172.17.56.62,SF,176,426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scott78@example.net,Maria Gallegos,GB,271.78,0
64,203,0,1998-02-19,tcp,http,0,10.45.156.122,SF,227,762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,202,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,rmorrow@example.com,John Gordon,GB,940.85,0
65,208,0,1998-04-26,tcp,http,1,10.183.152.23,SF,166,34660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,255,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,jeremy97@example.org,Justin Walker,GB,41.94,0
66,209,0,1998-04-16,tcp,http,0,10.48.230.198,SF,306,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,5,0.0,0.0,0.0,0.2,1.0,0.0,0.4,255,240,0.94,0.01,0.0,0.0,0.0,0.0,0.01,0.0,klane@example.org,Chris Rivera,GB,400.69,0
67,214,0,1998-02-04,tcp,http,0,192.168.218.20,SF,313,8549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cberry@example.com,Brian Watson,GB,87.48,0
68,217,0,1998-12-15,tcp,http,1,10.68.33.139,SF,285,6008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128,255,1.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,ortegarandall@example.org,Maureen Simpson,GB,433.54,0
69,218,0,1998-08-09,tcp,http,1,172.21.233.3,SF,226,1411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,23,0.0,0.0,0.0,0.0,1.0,0.0,0.13,37,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,kimberlyjordan@example.org,Veronica Cook,GB,95.32,0
70,219,0,1998-11-26,tcp,http,0,192.168.70.124,SF,256,12984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,michellearroyo@example.org,Marc Riddle,GB,616.67,0
71,221,0,1998-08-26,tcp,http,1,192.168.47.209,SF,224,449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.1,0.09,0.0,0.0,1.0,0.0,0.18,39,255,1.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0,kbowman@example.net,Sherry Williams,GB,103.61,0
72,226,0,1998-03-27,tcp,http,0,10.101.87.79,SF,201,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,255,1.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0,wilsonsamuel@example.org,Nicole Martin,GB,271.44,0
73,227,0,1998-08-04,tcp,http,1,10.129.241.107,SF,285,304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,34,0.0,0.0,0.0,0.0,1.0,0.0,0.09,101,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,watsonjonathan@example.org,Darin Davis,GB,761.63,0
74,230,0,1998-04-25,tcp,http,1,192.168.250.187,SF,198,12884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,amandagriffin@example.com,Kevin Smith,GB,269.17,0
75,232,0,1998-11-28,tcp,http,1,10.152.32.150,SF,331,955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,teresaherman@example.com,Alexandra Rodriguez,GB,917.15,0
76,240,0,1998-06-25,tcp,http,0,172.28.252.188,SF,283,912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,rodriguezjohn@example.com,Craig Juarez,GB,681.09,0
77,241,0,1998-03-04,tcp,http,1,10.130.192.254,SF,221,1789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0.5,0.1,0.0,0.1,1.0,0.0,0.4,73,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,elizabethcarr@example.com,Lisa Stone,GB,591.25,0
78,246,0,1998-02-01,tcp,http,0,10.22.75.220,SF,302,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212,187,0.88,0.02,0.0,0.0,0.0,0.01,0.0,0.01,xwalker@example.com,Jason Young,GB,843.83,0
79,250,0,1998-05-08,tcp,http,0,10.255.101.206,SF,355,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kimberly74@example.com,Daniel Craig,GB,850.27,0
80,253,0,1998-03-27,tcp,http,1,192.168.84.151,SF,286,1423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,matthew41@example.org,Kelly Clark,GB,478.56,0
